test,method,ppc,flip_coef_pic,threads,repeat,run,sample,step,time,mean_abs_vorticity,max_abs_vorticity,enstrophy,vorticity_l2
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,0,0,0.0,0.0,0.0,0.0,0.0
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,1,62,0.62,0.03670438379049301,6.20000696182251,6.582825660705566,3.6284502644257275
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,2,124,1.24,0.06547286361455917,12.400022506713867,24.985868453979492,7.0690690269623895
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,3,186,1.86,0.10564880073070526,18.60004997253418,58.380516052246094,10.805601885341334
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,4,248,2.48,0.14086474478244781,24.800065994262695,103.78707122802734,14.407433583260229
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,5,310,3.1,0.1636810600757599,30.999969482421875,156.16127014160156,17.6726494981144
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,6,372,3.72,0.21129637956619263,37.19997024536133,233.5213165283203,21.61116917375459
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,7,434,4.34,0.2689504027366638,76.06948852539062,283.1331481933594,23.796350484616728
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,8,496,4.96,0.4281010627746582,49.24271774291992,393.1685791015625,28.041703910481704
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,9,558,5.58,0.5006521940231323,40.29657745361328,405.5183410644531,28.478705766395112
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,10,620,6.2,0.474592924118042,33.00225830078125,323.4308776855469,25.433477060187695
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,11,682,6.82,0.39560383558273315,26.100526809692383,215.09820556640625,20.74117670559731
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,12,744,7.44,0.3159566819667816,17.90204620361328,102.08894348144531,14.289082789419712
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,13,806,8.06,0.29692021012306213,13.492435455322266,70.97164154052734,11.913995261080755
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,14,868,8.68,0.38044512271881104,17.88937759399414,122.25196838378906,15.636621654551156
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,15,930,9.3,0.5679983496665955,22.04202651977539,237.64035034179688,21.800933481931313
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,16,992,9.92,0.7358348369598389,26.444948196411133,404.3172912597656,28.436500883890957
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,17,1054,10.540000000000001,0.9305673241615295,30.60379409790039,611.720947265625,34.977734268120486
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,18,1116,11.16,1.1298002004623413,37.59661102294922,842.5518798828125,41.05001534428002
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,19,1178,11.78,1.136386513710022,42.716339111328125,885.8129272460938,42.090686077708305
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,20,1240,12.4,1.0610142946243286,45.06988525390625,876.3479614257812,41.86521136757299
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,21,1302,13.02,0.9092413783073425,42.39319610595703,765.7159423828125,39.13351357552277
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,22,1364,13.64,0.7526819705963135,43.775062561035156,622.293212890625,35.27869648642435
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,23,1426,14.26,0.5931844711303711,45.14097213745117,449.5445556640625,29.98481467890247
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,24,1488,14.88,0.543613851070404,44.475364685058594,481.0047912597656,31.016279314571747
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,25,1550,15.5,0.3848961293697357,44.207061767578125,285.06671142578125,23.877466843272185
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,26,1612,16.12,0.28574344515800476,44.59054183959961,173.51104736328125,18.62852905429096
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,27,1674,16.740000000000002,0.22839561104774475,44.34333038330078,144.60780334472656,17.006340190924476
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,28,1736,17.36,0.13245408236980438,36.61728286743164,39.29447555541992,8.865040953703476
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,29,1798,17.98,0.1281634420156479,42.81742858886719,59.28530502319336,10.889013272394644
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,30,1860,18.6,0.13808928430080414,40.066795349121094,76.56602478027344,12.37465351274721
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,31,1922,19.22,0.14730550348758698,41.4557991027832,103.88812255859375,14.414445709675675
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,32,1984,19.84,0.13910558819770813,41.71539306640625,103.90650177001953,14.415720708311433
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,33,2046,20.46,0.10200388729572296,46.46131134033203,56.0572395324707,10.58841249030946
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,34,2108,21.080000000000002,0.08589343726634979,40.459632873535156,47.861873626708984,9.783851350742097
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,35,2170,21.7,0.054642148315906525,27.95393943786621,15.784141540527344,5.618565927445783
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,36,2232,22.32,0.05060826987028122,34.15401840209961,22.572601318359375,6.719017981574297
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,37,2294,22.94,0.05411841347813606,40.35408401489258,32.02357864379883,8.002946787752474
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,38,2356,23.56,0.03548958897590637,15.241788864135742,4.978334903717041,3.155419117555397
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,39,2418,24.18,0.0386076383292675,21.441682815551758,10.586983680725098,4.601517941011443
falling-block-water,pic,3,,1,0,falling-block-water_pic_ppc3_t1_r0,40,2480,24.8,0.04519951343536377,27.64151382446289,19.465662002563477,6.239497095529972
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,0,0,0.0,0.0,0.0,0.0,0.0
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,1,62,0.62,0.037049029022455215,6.2000203132629395,6.4697136878967285,3.597141556262897
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,2,124,1.24,0.06808371841907501,12.400046348571777,25.01028060913086,7.072521560112894
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,3,186,1.86,0.10585538297891617,18.600378036499023,56.951927185058594,10.67257487067283
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,4,248,2.48,0.1412193924188614,24.80108070373535,100.57548522949219,14.182770196932063
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,5,310,3.1,0.17702347040176392,31.00078582763672,156.80224609375,17.708881731704576
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,6,372,3.72,0.21799276769161224,37.20109176635742,226.76097106933594,21.29605461438038
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,7,434,4.34,0.44842684268951416,109.79200744628906,711.6932373046875,37.727794457261545
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,8,496,4.96,0.9669630527496338,120.50406646728516,1387.240478515625,52.673341996034864
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,9,558,5.58,1.3998416662216187,90.62911224365234,1601.78955078125,56.60016874146666
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,10,620,6.2,1.2947585582733154,68.05886840820312,1088.4327392578125,46.65689100782033
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,11,682,6.82,0.9124631285667419,39.441829681396484,477.6723327636719,30.908650334936073
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,12,744,7.44,0.9963579177856445,46.10167694091797,450.4548645019531,30.015158320487103
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,13,806,8.06,1.3647300004959106,49.70934295654297,706.8729248046875,37.59981182944105
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,14,868,8.68,1.9276658296585083,62.678306579589844,1169.6436767578125,48.36617985240952
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,15,930,9.3,2.7281994819641113,62.829368591308594,1965.5462646484375,62.69842525372447
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,16,992,9.92,3.5686886310577393,68.30326843261719,2701.263671875,73.50188666796248
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,17,1054,10.540000000000001,3.848947286605835,70.57855987548828,2903.543701171875,76.20424792847017
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,18,1116,11.16,3.757049083709717,61.55705261230469,2770.68994140625,74.44044520831737
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,19,1178,11.78,3.455620288848877,70.82759857177734,2444.75537109375,69.92503659053386
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,20,1240,12.4,3.42447566986084,59.22480392456055,2473.38232421875,70.33323999672915
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,21,1302,13.02,2.591184139251709,70.08367919921875,1682.158447265625,58.00273178507414
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,22,1364,13.64,2.1928865909576416,54.42878723144531,1194.2059326171875,48.871380840266575
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,23,1426,14.26,1.9600290060043335,54.97287368774414,890.9614868164062,42.21282949095941
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,24,1488,14.88,1.8745063543319702,73.02937316894531,817.6967163085938,40.439997930479514
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,25,1550,15.5,1.8390368223190308,52.28712463378906,714.1826171875,37.79371950966192
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,26,1612,16.12,1.8152774572372437,54.397911071777344,675.9317626953125,36.76769676483183
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,27,1674,16.740000000000002,1.5735752582550049,59.00006103515625,505.3028259277344,31.790024407909296
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,28,1736,17.36,1.3668581247329712,41.938751220703125,372.0929260253906,27.279770014624045
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,29,1798,17.98,1.3160903453826904,48.963836669921875,363.3609924316406,26.957781527107926
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,30,1860,18.6,1.2845994234085083,44.52459716796875,358.35943603515625,26.77160570586517
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,31,1922,19.22,1.2585293054580688,41.263858795166016,345.88134765625,26.301382003851053
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,32,1984,19.84,1.2240089178085327,43.805660247802734,304.63629150390625,24.683447551098133
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,33,2046,20.46,1.1595361232757568,42.0218620300293,271.6717224121094,23.30972854462743
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,34,2108,21.080000000000002,1.1087274551391602,38.17302322387695,228.2571563720703,21.366195560841913
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,35,2170,21.7,1.076229214668274,26.515552520751953,213.00216674804688,20.63987241956921
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,36,2232,22.32,1.0520164966583252,36.05514907836914,213.86669921875,20.681716525412003
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,37,2294,22.94,1.0656620264053345,36.54733657836914,209.7194061279297,20.480205376310547
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,38,2356,23.56,1.089247465133667,42.83902359008789,229.4458770751953,21.421758894880472
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,39,2418,24.18,1.0043940544128418,24.996917724609375,186.2267303466797,19.299053362622722
falling-block-water,flip,3,0.0,1,0,falling-block-water_flip_ppc3_coefpic0_t1_r0,40,2480,24.8,0.9694164991378784,39.759552001953125,181.5421600341797,19.054771582686563
